item_id	kind	donor_path	line	symbol
test:engine-rs/crates/render/render-bridge/src/presentation.rs:unchanged_presentation_projects_empty_frame	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1385	unchanged_presentation_projects_empty_frame
test:engine-rs/crates/render/render-bridge/src/presentation.rs:authority_transform_move_projects_a_transform_update_only	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1396	authority_transform_move_projects_a_transform_update_only
test:engine-rs/crates/render/render-bridge/src/presentation.rs:material_override_change_recreates_instance_without_redefining_geometry	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1426	material_override_change_recreates_instance_without_redefining_geometry
test:engine-rs/crates/render/render-bridge/src/presentation.rs:sprite_node_projects_create_then_deterministic_frame_update	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1468	sprite_node_projects_create_then_deterministic_frame_update
test:engine-rs/crates/render/render-bridge/src/presentation.rs:removing_a_node_destroys_its_handle_and_frees_it	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1502	removing_a_node_destroys_its_handle_and_frees_it
test:engine-rs/crates/render/render-bridge/src/presentation.rs:source_trace_answers_handle_to_scene_node_entity_and_asset	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1527	source_trace_answers_handle_to_scene_node_entity_and_asset
test:engine-rs/crates/render/render-bridge/src/presentation.rs:missing_material_dependency_uses_fallback_slot_and_reports	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1546	missing_material_dependency_uses_fallback_slot_and_reports
test:engine-rs/crates/render/render-bridge/src/presentation.rs:missing_mesh_asset_in_catalog_is_classified	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1574	missing_mesh_asset_in_catalog_is_classified
test:engine-rs/crates/render/render-bridge/src/presentation.rs:projection_is_deterministic_across_repeated_runs	test	engine-rs/crates/render/render-bridge/src/presentation.rs	1590	projection_is_deterministic_across_repeated_runs
api:engine-rs/crates/render/render-bridge/src/scene_lighting.rs:90:project_authored_scene_lights	api	engine-rs/crates/render/render-bridge/src/scene_lighting.rs	90	fn:project_authored_scene_lights
test:engine-rs/crates/render/render-bridge/src/scene_lighting.rs:hierarchy_projects_updates_and_destroys_one_retained_light	test	engine-rs/crates/render/render-bridge/src/scene_lighting.rs	203	hierarchy_projects_updates_and_destroys_one_retained_light
api:engine-rs/crates/render/render-bridge/src/voxel.rs:40:ChunkMeshStrategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	40	trait:ChunkMeshStrategy
api:engine-rs/crates/render/render-bridge/src/voxel.rs:51:VisibleFaceStrategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	51	struct:VisibleFaceStrategy
api:engine-rs/crates/render/render-bridge/src/voxel.rs:68:VoxelProjectionDiagnostic	api	engine-rs/crates/render/render-bridge/src/voxel.rs	68	enum:VoxelProjectionDiagnostic
api:engine-rs/crates/render/render-bridge/src/voxel.rs:77:VoxelProjectionWork	api	engine-rs/crates/render/render-bridge/src/voxel.rs	77	struct:VoxelProjectionWork
api:engine-rs/crates/render/render-bridge/src/voxel.rs:89:VoxelProjectionInstance	api	engine-rs/crates/render/render-bridge/src/voxel.rs	89	struct:VoxelProjectionInstance
api:engine-rs/crates/render/render-bridge/src/voxel.rs:97:VoxelProjectionInstanceError	api	engine-rs/crates/render/render-bridge/src/voxel.rs	97	enum:VoxelProjectionInstanceError
api:engine-rs/crates/render/render-bridge/src/voxel.rs:116:to_payload_descriptor	api	engine-rs/crates/render/render-bridge/src/voxel.rs	116	fn:to_payload_descriptor
api:engine-rs/crates/render/render-bridge/src/voxel.rs:160:VoxelChunkProjector	api	engine-rs/crates/render/render-bridge/src/voxel.rs	160	struct:VoxelChunkProjector
api:engine-rs/crates/render/render-bridge/src/voxel.rs:178:new	api	engine-rs/crates/render/render-bridge/src/voxel.rs	178	fn:new
api:engine-rs/crates/render/render-bridge/src/voxel.rs:185:with_strategy	api	engine-rs/crates/render/render-bridge/src/voxel.rs	185	fn:with_strategy
api:engine-rs/crates/render/render-bridge/src/voxel.rs:198:strategy_label	api	engine-rs/crates/render/render-bridge/src/voxel.rs	198	fn:strategy_label
api:engine-rs/crates/render/render-bridge/src/voxel.rs:203:handle_of	api	engine-rs/crates/render/render-bridge/src/voxel.rs	203	fn:handle_of
api:engine-rs/crates/render/render-bridge/src/voxel.rs:208:instance_root_handle	api	engine-rs/crates/render/render-bridge/src/voxel.rs	208	fn:instance_root_handle
api:engine-rs/crates/render/render-bridge/src/voxel.rs:213:instance_chunk_handle	api	engine-rs/crates/render/render-bridge/src/voxel.rs	213	fn:instance_chunk_handle
api:engine-rs/crates/render/render-bridge/src/voxel.rs:228:set_instances	api	engine-rs/crates/render/render-bridge/src/voxel.rs	228	fn:set_instances
api:engine-rs/crates/render/render-bridge/src/voxel.rs:280:diagnostics	api	engine-rs/crates/render/render-bridge/src/voxel.rs	280	fn:diagnostics
api:engine-rs/crates/render/render-bridge/src/voxel.rs:287:clear	api	engine-rs/crates/render/render-bridge/src/voxel.rs	287	fn:clear
api:engine-rs/crates/render/render-bridge/src/voxel.rs:302:project_dirty	api	engine-rs/crates/render/render-bridge/src/voxel.rs	302	fn:project_dirty
api:engine-rs/crates/render/render-bridge/src/voxel.rs:308:project_dirty_with_work	api	engine-rs/crates/render/render-bridge/src/voxel.rs	308	fn:project_dirty_with_work
api:engine-rs/crates/render/render-bridge/src/voxel.rs:323:project_coords	api	engine-rs/crates/render/render-bridge/src/voxel.rs	323	fn:project_coords
test:engine-rs/crates/render/render-bridge/tests/generated_tunnel_projection.rs:generated_tunnel_projects_to_voxel_render_frame_golden	test	engine-rs/crates/render/render-bridge/tests/generated_tunnel_projection.rs	6	generated_tunnel_projects_to_voxel_render_frame_golden
test:engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs:projects_scene_showcase_setup_frame_to_committed_fixture	test	engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs	164	projects_scene_showcase_setup_frame_to_committed_fixture
test:engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs:projects_authority_scene_with_gameplay_material_feedback_to_committed_fixture	test	engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs	186	projects_authority_scene_with_gameplay_material_feedback_to_committed_fixture
test:engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs:projects_setup_then_authority_change_sequence_to_committed_fixture	test	engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs	215	projects_setup_then_authority_change_sequence_to_committed_fixture
test:engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs:invalid_projection_data_fails_with_a_classified_diagnostic	test	engine-rs/crates/render/render-bridge/tests/scene_projection_golden.rs	268	invalid_projection_data_fails_with_a_classified_diagnostic
test:engine-rs/crates/render/render-bridge/tests/sprite_atlas_golden.rs:projects_sprite_atlas_setup_frame_to_committed_fixture	test	engine-rs/crates/render/render-bridge/tests/sprite_atlas_golden.rs	116	projects_sprite_atlas_setup_frame_to_committed_fixture
test:engine-rs/crates/render/render-bridge/tests/sprite_atlas_golden.rs:an_unknown_sprite_frame_is_classified	test	engine-rs/crates/render/render-bridge/tests/sprite_atlas_golden.rs	140	an_unknown_sprite_frame_is_classified
test:engine-rs/crates/render/render-bridge/tests/stored_scene_lights.rs:public_consumer_projects_the_canonical_scene_without_a_renderer_backend	test	engine-rs/crates/render/render-bridge/tests/stored_scene_lights.rs	10	public_consumer_projects_the_canonical_scene_without_a_renderer_backend
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:projects_canonical_world_to_committed_golden	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	61	projects_canonical_world_to_committed_golden
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:full_projection_creates_a_mesh_per_chunk	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	86	full_projection_creates_a_mesh_per_chunk
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:two_instances_share_asset_meshes_but_keep_independent_roots	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	122	two_instances_share_asset_meshes_but_keep_independent_roots
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:chunk_children_ignore_grid_world_origin_and_remain_asset_local	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	209	chunk_children_ignore_grid_world_origin_and_remain_asset_local
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:single_dirty_chunk_reprojects_only_that_chunk_and_resident_neighbours	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	235	single_dirty_chunk_reprojects_only_that_chunk_and_resident_neighbours
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:emptying_a_chunk_destroys_its_handle	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	301	emptying_a_chunk_destroys_its_handle
test:engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs:strategy_label_is_exposed	test	engine-rs/crates/render/render-bridge/tests/voxel_chunks_golden.rs	333	strategy_label_is_exposed
test:engine-rs/crates/render/render-bridge/tests/voxel_materials_golden.rs:projects_two_voxel_materials_to_distinct_catalog_styles	test	engine-rs/crates/render/render-bridge/tests/voxel_materials_golden.rs	95	projects_two_voxel_materials_to_distinct_catalog_styles
api:engine-rs/crates/render/render-debug/src/lib.rs:44:DebugOverlayId	api	engine-rs/crates/render/render-debug/src/lib.rs	44	struct:DebugOverlayId
api:engine-rs/crates/render/render-debug/src/lib.rs:47:new	api	engine-rs/crates/render/render-debug/src/lib.rs	47	fn:new
api:engine-rs/crates/render/render-debug/src/lib.rs:51:raw	api	engine-rs/crates/render/render-debug/src/lib.rs	51	fn:raw
api:engine-rs/crates/render/render-debug/src/lib.rs:58:DebugOverlayPrimitive	api	engine-rs/crates/render/render-debug/src/lib.rs	58	enum:DebugOverlayPrimitive
api:engine-rs/crates/render/render-debug/src/lib.rs:69:DebugOverlayDescriptor	api	engine-rs/crates/render/render-debug/src/lib.rs	69	struct:DebugOverlayDescriptor
api:engine-rs/crates/render/render-debug/src/lib.rs:81:point	api	engine-rs/crates/render/render-debug/src/lib.rs	81	fn:point
api:engine-rs/crates/render/render-debug/src/lib.rs:94:line	api	engine-rs/crates/render/render-debug/src/lib.rs	94	fn:line
api:engine-rs/crates/render/render-debug/src/lib.rs:107:label	api	engine-rs/crates/render/render-debug/src/lib.rs	107	fn:label
api:engine-rs/crates/render/render-debug/src/lib.rs:124:with_color	api	engine-rs/crates/render/render-debug/src/lib.rs	124	fn:with_color
api:engine-rs/crates/render/render-debug/src/lib.rs:129:with_wireframe	api	engine-rs/crates/render/render-debug/src/lib.rs	129	fn:with_wireframe
api:engine-rs/crates/render/render-debug/src/lib.rs:134:with_visible	api	engine-rs/crates/render/render-debug/src/lib.rs	134	fn:with_visible
api:engine-rs/crates/render/render-debug/src/lib.rs:139:with_source	api	engine-rs/crates/render/render-debug/src/lib.rs	139	fn:with_source
api:engine-rs/crates/render/render-debug/src/lib.rs:144:with_tags	api	engine-rs/crates/render/render-debug/src/lib.rs	144	fn:with_tags
api:engine-rs/crates/render/render-debug/src/lib.rs:150:with_label	api	engine-rs/crates/render/render-debug/src/lib.rs	150	fn:with_label
api:engine-rs/crates/render/render-debug/src/lib.rs:195:DebugOverlayProjector	api	engine-rs/crates/render/render-debug/src/lib.rs	195	struct:DebugOverlayProjector
api:engine-rs/crates/render/render-debug/src/lib.rs:208:new	api	engine-rs/crates/render/render-debug/src/lib.rs	208	fn:new
api:engine-rs/crates/render/render-debug/src/lib.rs:221:project	api	engine-rs/crates/render/render-debug/src/lib.rs	221	fn:project
api:engine-rs/crates/render/render-debug/src/lib.rs:267:handle_of	api	engine-rs/crates/render/render-debug/src/lib.rs	267	fn:handle_of
api:engine-rs/crates/render/render-debug/src/lib.rs:293:DebugLabelProjection	api	engine-rs/crates/render/render-debug/src/lib.rs	293	struct:DebugLabelProjection
api:engine-rs/crates/render/render-debug/src/lib.rs:322:debug_overlay_projector	api	engine-rs/crates/render/render-debug/src/lib.rs	322	fn:debug_overlay_projector
test:engine-rs/crates/render/render-debug/src/lib.rs:emits_debug_layer_label_nodes_for_entities	test	engine-rs/crates/render/render-debug/src/lib.rs	338	emits_debug_layer_label_nodes_for_entities
test:engine-rs/crates/render/render-debug/src/lib.rs:overlay_reuses_retained_destroy_behavior	test	engine-rs/crates/render/render-debug/src/lib.rs	359	overlay_reuses_retained_destroy_behavior
test:engine-rs/crates/render/render-debug/src/lib.rs:descriptor_projector_emits_debug_points_lines_and_labels	test	engine-rs/crates/render/render-debug/src/lib.rs	372	descriptor_projector_emits_debug_points_lines_and_labels
test:engine-rs/crates/render/render-debug/src/lib.rs:descriptor_projector_updates_mutable_facets_and_destroys_removed_overlays	test	engine-rs/crates/render/render-debug/src/lib.rs	422	descriptor_projector_updates_mutable_facets_and_destroys_removed_overlays
test:engine-rs/crates/render/render-debug/src/lib.rs:debug_overlay_primitives_fixture_matches_committed_render_diff	test	engine-rs/crates/render/render-debug/src/lib.rs	476	debug_overlay_primitives_fixture_matches_committed_render_diff
api:engine-rs/crates/render/render-particle/src/lib.rs:24:ParticleProjectionLimits	api	engine-rs/crates/render/render-particle/src/lib.rs	24	struct:ParticleProjectionLimits
api:engine-rs/crates/render/render-particle/src/lib.rs:41:ParticleProjector	api	engine-rs/crates/render/render-particle/src/lib.rs	41	struct:ParticleProjector
api:engine-rs/crates/render/render-particle/src/lib.rs:51:new	api	engine-rs/crates/render/render-particle/src/lib.rs	51	fn:new
api:engine-rs/crates/render/render-particle/src/lib.rs:62:project	api	engine-rs/crates/render/render-particle/src/lib.rs	62	fn:project
api:engine-rs/crates/render/render-particle/src/lib.rs:81:descriptor	api	engine-rs/crates/render/render-particle/src/lib.rs	81	fn:descriptor
api:engine-rs/crates/render/render-particle/src/lib.rs:85:readout	api	engine-rs/crates/render/render-particle/src/lib.rs	85	fn:readout
api:engine-rs/crates/render/render-particle/src/lib.rs:96:reset	api	engine-rs/crates/render/render-particle/src/lib.rs	96	fn:reset
test:engine-rs/crates/render/render-particle/src/lib.rs:burst_and_retained_lifecycle_are_catalog_validated_and_budgeted	test	engine-rs/crates/render/render-particle/src/lib.rs	428	burst_and_retained_lifecycle_are_catalog_validated_and_budgeted
test:engine-rs/crates/render/render-particle/src/lib.rs:invalid_curve_duplicate_signal_and_budget_fail_without_partial_state	test	engine-rs/crates/render/render-particle/src/lib.rs	472	invalid_curve_duplicate_signal_and_budget_fail_without_partial_state
api:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:23:TelemetryOverlayProjector	api	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	23	struct:TelemetryOverlayProjector
api:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:29:project	api	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	29	fn:project
api:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:48:descriptor	api	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	48	fn:descriptor
api:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:55:readout	api	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	55	fn:readout
api:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:63:reset	api	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	63	fn:reset
test:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:retained_overlay_lifecycle_is_typed_atomic_and_bounded	test	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	185	retained_overlay_lifecycle_is_typed_atomic_and_bounded
test:engine-rs/crates/render/render-telemetry-overlay/src/lib.rs:duplicate_unknown_and_invalid_transitions_fail_without_partial_state	test	engine-rs/crates/render/render-telemetry-overlay/src/lib.rs	217	duplicate_unknown_and_invalid_transitions_fail_without_partial_state
internal:engine-rs/crates/rules/rule-animation-controller/src/hashing.rs	internal	engine-rs/crates/rules/rule-animation-controller/src/hashing.rs	0	no-public-api-or-test
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:33:ANIMATION_CATALOG_SCHEMA_VERSION	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	33	const:ANIMATION_CATALOG_SCHEMA_VERSION
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:34:ANIMATION_SNAPSHOT_SCHEMA_VERSION	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	34	const:ANIMATION_SNAPSHOT_SCHEMA_VERSION
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:35:AUTHORITY_VERSION	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	35	const:AUTHORITY_VERSION
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:36:BLEND_WEIGHT_SCALE	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	36	const:BLEND_WEIGHT_SCALE
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:40:AnimationCatalog	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	40	struct:AnimationCatalog
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:49:AnimationClipAsset	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	49	struct:AnimationClipAsset
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:56:AnimationGraphDefinition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	56	struct:AnimationGraphDefinition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:68:AnimationParameterDefinition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	68	struct:AnimationParameterDefinition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:76:AnimationParameterKind	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	76	enum:AnimationParameterKind
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:86:AnimationParameterValue	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	86	enum:AnimationParameterValue
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:93:kind	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	93	fn:kind
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:104:AnimationStateDefinition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	104	struct:AnimationStateDefinition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:115:AnimationMotionDefinition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	115	enum:AnimationMotionDefinition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:132:AnimationTransitionDefinition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	132	struct:AnimationTransitionDefinition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:148:AnimationCondition	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	148	enum:AnimationCondition
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:188:AnimationCatalogDiagnostic	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	188	struct:AnimationCatalogDiagnostic
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:195:AnimationCatalogDiagnosticCode	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	195	enum:AnimationCatalogDiagnosticCode
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:212:AnimationCatalogValidationError	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	212	struct:AnimationCatalogValidationError
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:229:ValidatedAnimationCatalog	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	229	struct:ValidatedAnimationCatalog
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:236:source	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	236	fn:source
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:240:catalog_hash	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	240	fn:catalog_hash
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:258:validate_animation_catalog	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	258	fn:validate_animation_catalog
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:705:ResolvedAnimationMotion	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	705	struct:ResolvedAnimationMotion
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:714:AnimationTransitionState	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	714	struct:AnimationTransitionState
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:725:AnimationControllerState	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	725	struct:AnimationControllerState
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:740:AnimationControllerChange	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	740	struct:AnimationControllerChange
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:751:AnimationControllerInput	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	751	enum:AnimationControllerInput
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:774:AnimationControllerInputRecord	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	774	struct:AnimationControllerInputRecord
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:781:AnimationAuthorityReceipt	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	781	struct:AnimationAuthorityReceipt
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:789:AnimationAuthorityError	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	789	enum:AnimationAuthorityError
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:836:AnimationControllerAuthority	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	836	struct:AnimationControllerAuthority
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:843:new	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	843	fn:new
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:851:catalog_hash	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	851	fn:catalog_hash
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:855:records	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	855	fn:records
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:859:state	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	859	fn:state
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:875:attach	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	875	fn:attach
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:889:set_float	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	889	fn:set_float
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:905:set_bool	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	905	fn:set_bool
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:921:fire_trigger	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	921	fn:fire_trigger
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:935:tick	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	935	fn:tick
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:952:tick_from_fact	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	952	fn:tick_from_fact
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:1135:encode_snapshot	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	1135	fn:encode_snapshot
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:1140:snapshot_hash	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	1140	fn:snapshot_hash
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:1145:decode_snapshot	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	1145	fn:decode_snapshot
api:engine-rs/crates/rules/rule-animation-controller/src/lib.rs:1209:replay	api	engine-rs/crates/rules/rule-animation-controller/src/lib.rs	1209	fn:replay
api:engine-rs/crates/rules/rule-animation-controller/src/timing.rs:11:AnimationInputOrigin	api	engine-rs/crates/rules/rule-animation-controller/src/timing.rs	11	struct:AnimationInputOrigin
api:engine-rs/crates/rules/rule-animation-controller/src/timing.rs:20:AnimationTransitionFactMoment	api	engine-rs/crates/rules/rule-animation-controller/src/timing.rs	20	enum:AnimationTransitionFactMoment
api:engine-rs/crates/rules/rule-animation-controller/src/timing.rs:29:AnimationTransitionTimingFact	api	engine-rs/crates/rules/rule-animation-controller/src/timing.rs	29	struct:AnimationTransitionTimingFact
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:float_bool_trigger_and_linear_blend_are_authoritative	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	169	float_bool_trigger_and_linear_blend_are_authoritative
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:identical_inputs_produce_identical_state_and_replay_hashes	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	191	identical_inputs_produce_identical_state_and_replay_hashes
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:accepted_gameplay_fact_is_retained_in_transition_state_and_verification_replay	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	217	accepted_gameplay_fact_is_retained_in_transition_state_and_verification_replay
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:semantic_state_hash_does_not_depend_on_controller_entity_identity	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	279	semantic_state_hash_does_not_depend_on_controller_entity_identity
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:snapshot_round_trip_preserves_authority_without_pose_data	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	294	snapshot_round_trip_preserves_authority_without_pose_data
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:snapshot_decode_rejects_state_that_is_not_derived_from_its_replay_log	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	313	snapshot_decode_rejects_state_that_is_not_derived_from_its_replay_log
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:invalid_graphs_fail_at_catalog_load_with_specific_diagnostics	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	333	invalid_graphs_fail_at_catalog_load_with_specific_diagnostics
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:non_positive_clip_and_blend_speeds_fail_at_catalog_load	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	372	non_positive_clip_and_blend_speeds_fail_at_catalog_load
test:engine-rs/crates/rules/rule-animation-controller/tests/authority.rs:catalog_hash_is_canonical_over_authored_collection_order	test	engine-rs/crates/rules/rule-animation-controller/tests/authority.rs	407	catalog_hash_is_canonical_over_authored_collection_order
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:31:StateMachineSpec	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	31	struct:StateMachineSpec
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:38:new	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	38	fn:new
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:46:allow	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	46	fn:allow
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:51:contains_state	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	51	fn:contains_state
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:55:allows_transition	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	55	fn:allows_transition
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:59:states	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	59	fn:states
api:engine-rs/crates/rules/rule-state-machine/src/lib.rs:63:transitions	api	engine-rs/crates/rules/rule-state-machine/src/lib.rs	63	fn:transitions
